"","sq1","sq2","sq3","sq5","sq7","sq8","sq9","sq10","sq11","sq12","sq13","sq14","sq15","sq16","sq17","sq18","sq19","sq20","sq22","sq23","sq24","sq26","sq29","sq30","sq31","sq32","sq33","sq35","sq36","sq37","sq38","sq39","sq40","sq41","sq42","sq43","sq45","sq46","sq47","sq48","sq49","sq50","sq51","sq52","sq53","sq54","sq55","sq56","sq57","sq59","sq60","sq61","sq63","sq65","sq67","sq68","sq69","sq70","sq71","sq72","sq73","sq74","sq75","sq76","sq77","sq78","sq79","sq81","sq82","sq83","sq84","sq85","sq87","sq88","sq89","sq90","sq91","sq92","sq93","sq94","sq96","sq97","sq98","sq99","sq100","sq101","sq102","sq103","sq104","sq105","sq106","sq108","sq110","sq112","sq113","sq114","sq115","sq116","sq117","sq118","sq119","sq120","sq121","sq122","sq123","sq124","sq125","sq126","sq127","sq128","sq129","sq130","sq131","sq132","sq133","sq134","sq135","sq136","sq137","sq138","sq139","sq141","sq142","sq143","sq144","sq145","sq146","sq147","sq148","sq149","sq150","sq151","sq152","sq153","sq154","sq155","sq157","sq158","sq159","sq160","sq161","sq162","sq163","sq164","sq165","sq166","sq168","sq169","sq170","sq171","sq172","sq173","sq174","sq175","sq176","sq177","sq178","sq179","sq180","sq181","sq184","sq185","sq186","sq187","sq188","sq189","sq190","sq191","sq192","sq193","sq194","sq196","sq201","sq203","sq204","sq206","sq207","sq208","sq209","sq210","sq211","sq212","sq213","sq214","sq216","sq217","sq218","sq219","sq220","sq221","sq226","sq227","sq228","sq230","sq232","sq234","sq241","sq243","sq247","sq248","sq249","sq252","sq253","sq262","sq264","sq265","sq266","sq273","sq274"
"F12",3815,1388,4694,6,0,34,92,59,310,3,6,6,488,98,10,0,0,72,0,31,19,0,17,0,0,17,0,0,1,0,67,0,0,20,0,13,0,0,0,0,0,0,10,0,33,0,0,0,0,0,0,0,0,0,0,24,0,0,0,25,54,0,3,0,36,0,0,0,4,0,0,0,62,3,0,0,62,0,0,0,0,33,0,0,0,12,0,0,0,0,0,39,0,0,0,0,11,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
"F2",0,4865,11,12,2077,2,461,131,4,119,0,3,0,0,0,0,0,0,0,31,100,89,0,53,634,21,0,96,0,0,0,0,59,169,42,98,168,0,35,196,46,0,50,0,0,0,72,46,0,0,6,12,44,0,0,0,0,0,13,0,0,0,0,0,0,0,0,73,106,0,0,0,0,11,70,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,49,0,0,0,0,30,0,0,4,0,12,0,8,0,0,0,144,59,34,0,0,0,16,0,0,0,18,0,7,0,0,0,0,0,0,0,0,26,0,0,0,0,0,16,0,31,106,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
"F3",4467,3361,14,0,0,0,54,26,1,74,49,1534,0,171,69,53,0,0,0,104,26,61,0,0,0,70,0,0,21,0,0,0,25,0,0,0,0,0,0,11,0,0,28,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,10,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,16,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,7,0,0,0,0,0,0,0,25,0,9,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,96,0,17,31,0,0,0,0,0,0,0,0,0,0,0,0,26,31,0,0,0,13,0,0,0,0,0,0,0,0,0,0
"F4",3119,1442,28,5035,0,0,113,22,0,0,0,3,0,0,29,32,0,0,0,33,13,17,0,0,0,30,127,0,0,0,0,677,9,21,9,0,0,0,24,0,0,210,0,0,0,0,0,0,0,0,22,5,0,143,0,9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,2,0,0,0,0,0,0,0,0,0,0,0,15,8,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,65,0,0,0,0,0,0,0,0,22,0,0,0,0,61,68,0,0,0,0,0,0,0,0,18,24,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"F5",3779,2493,3429,3,0,0,79,96,36,70,22,323,45,0,59,38,0,127,12,245,47,30,0,0,0,91,0,0,0,0,0,0,0,87,0,0,0,0,15,0,66,0,0,0,0,0,0,0,0,0,10,12,0,0,0,29,0,0,37,0,0,0,156,0,0,0,0,0,0,0,98,70,0,0,0,0,0,0,0,7,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,20,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0
"F6",6212,3232,98,2,0,18,100,66,0,430,0,51,72,0,86,148,0,617,0,51,27,33,0,0,0,15,132,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,19,38,0,0,0,0,99,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0
"F7",6424,3992,6,7,0,0,436,41,12,117,0,0,0,0,142,0,0,12,0,3,57,67,0,0,0,0,0,0,15,0,0,0,5,0,0,36,0,0,0,0,52,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,15,0,0,0,0,0,0,0,0,0,12,0,0,0
"F8",6016,4261,11,6,0,0,225,37,0,0,0,0,0,0,68,0,0,0,0,80,63,0,0,0,0,0,233,0,10,0,0,0,0,0,35,0,0,0,19,0,0,0,90,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,19,0,0,0,0,53,0,0,0,36,0,35,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,65,0,0,0,15,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1",3594,3344,97,833,0,0,91,0,34,65,18,208,0,0,43,55,0,0,0,37,31,44,0,109,0,35,0,0,1370,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,68,0,0,0,9,98,0,8,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,350,0,2,7,0,0,0,0,232,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0
"G10",4053,1090,3887,2495,0,0,28,15,118,0,4,0,0,94,73,5,0,0,0,0,13,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
"G11",4588,1814,4483,8,0,171,56,28,59,36,18,40,15,123,40,25,0,68,0,40,70,0,0,0,0,18,0,0,0,0,41,0,0,10,9,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0
"G12",7177,1916,343,0,0,41,106,118,0,5,90,40,346,27,34,34,0,34,16,61,13,14,18,0,0,16,77,0,14,0,38,0,0,0,44,0,0,0,13,0,0,0,11,0,72,41,0,0,0,0,23,0,0,0,0,79,26,7,0,50,72,0,0,0,8,0,0,0,0,0,22,64,83,0,0,19,5,0,8,0,0,17,0,7,2,0,0,0,0,0,18,25,26,0,0,0,29,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,6,0,6,0,0,0,12,0,12,0,0,0,0,0,7,0,0,22,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,39,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2",4721,1837,783,2056,0,0,48,29,161,0,0,0,0,0,0,38,0,0,0,62,59,33,0,0,27,0,91,39,0,0,0,0,23,7,0,0,134,0,15,282,0,0,28,0,0,0,30,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,58,0,85,0,0,0,0,84,0,0,0,0,0,0,0,26,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,67,11,0,0,0,0,0,0,0,0,117,17,0,0,0,0,0,0,0,0,29,1,0,0,0,0,67,0,0,0,0,7,0,0,15,82,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,79,0,0,16,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3",4722,2295,3475,5,0,11,52,0,0,64,0,290,0,115,32,15,0,0,0,4,0,32,0,0,0,0,0,0,12,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,33,0,0,0,0,0,10,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,21,0,0,0,0,0,0,13,34,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,16,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4",2795,1889,199,6288,0,0,129,11,0,0,0,6,0,0,43,3,0,0,0,29,11,0,0,0,0,12,97,0,29,0,0,0,44,9,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,12,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,12,0,26,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G5",3510,3340,2765,2,0,0,182,118,30,10,142,0,0,0,89,0,0,0,21,0,57,0,0,0,0,24,64,0,11,0,0,0,0,0,49,0,0,0,0,0,0,0,25,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,31,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,30,0,90,0,0,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G6",4765,2111,4037,6,0,0,80,0,3,72,10,0,5,63,30,93,0,162,15,0,21,46,0,0,0,17,130,0,15,0,0,0,0,10,18,0,0,0,18,0,0,0,5,0,15,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,10,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0
"G7",0,2274,787,1973,4444,0,70,32,153,4,0,0,0,0,6,0,0,0,0,55,59,30,0,0,23,0,0,38,1,0,0,0,34,0,6,37,138,0,21,207,0,0,46,0,0,0,54,0,0,93,23,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,80,0,86,0,0,0,1,111,0,0,0,0,6,0,0,7,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,37,18,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,39,0,0,0,0,6,0,0,30,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,33,0,0,14,0,6,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G8",5406,3227,5,5,0,0,713,116,54,57,16,33,0,0,138,38,0,36,0,92,0,0,0,0,0,92,178,0,0,0,0,0,0,0,27,0,0,0,11,7,0,0,17,0,0,0,0,244,0,0,34,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,18,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,16,0,0,21,0,0,0,0,0,0
"G9",9694,1433,53,13,0,0,54,0,86,16,32,0,0,167,49,0,0,0,25,10,22,11,0,0,0,12,0,0,0,0,0,0,0,0,0,14,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,19,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1",3386,1730,199,4202,0,0,98,0,403,39,5,471,0,84,102,23,0,0,0,13,53,46,0,33,0,47,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,20,0,7,0,0,10,22,0,0,36,7,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,18,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,6,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H10",6554,3859,106,11,0,0,98,28,0,63,4,0,0,175,92,49,0,6,0,0,60,5,0,0,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,44,138,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
"H11",4096,1508,622,61,0,520,24,169,161,120,42,144,655,99,43,88,332,677,0,64,28,24,0,0,27,137,0,0,5,0,366,0,0,51,17,0,0,0,0,2,0,0,0,0,128,31,0,0,0,0,0,17,0,9,0,21,0,16,9,114,99,0,2,0,103,0,0,0,8,0,19,0,7,0,0,0,0,0,6,0,358,69,0,11,6,0,0,0,0,0,15,66,0,0,0,23,47,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,28,0,0,20,0,0,0,19,0,0,0,0,0,15,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H12",2670,1171,711,0,0,0,48,53,8,123,2462,41,77,0,45,0,0,111,710,49,19,0,0,0,0,81,0,0,0,0,60,0,0,0,0,26,0,0,0,0,0,0,83,0,0,0,0,0,0,0,14,0,0,0,452,12,0,50,0,33,0,305,0,0,28,81,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,217,0,0,0,0,3,0,0,8,10,32,0,0,0,0,0,0,6,0,0,216,0,0,196,0,0,4,0,0,0,0,0,157,0,0,0,3,0,0,0,25,0,0,0,0,21,0,3,0,0,0,4,0,0,0,0,0,0,0,0,148,0,12,13,0,0,0,0,0,0,13,0,0,3,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,76,0,24,0,0,0,109,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H2",4234,1136,6074,1,0,0,17,33,0,71,0,0,0,136,0,22,0,0,0,53,0,9,0,16,19,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"H3",8254,2129,56,0,0,0,179,7,0,74,0,245,0,230,67,0,0,0,0,14,4,20,0,0,0,132,0,0,10,0,0,0,0,21,0,30,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H6",4619,2825,2629,0,0,0,193,0,22,158,31,259,0,0,44,136,0,34,0,24,27,45,0,0,0,61,129,0,29,0,0,0,37,0,0,0,0,0,33,0,0,0,0,0,26,0,0,0,0,0,0,72,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,7,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,13,0,0,0,0,0,0,0,50,0,0,0,0
"H7",9152,1611,0,2,0,0,127,31,29,113,39,0,0,0,71,0,0,0,0,6,24,0,0,0,0,8,0,0,0,0,0,0,0,0,0,16,0,0,0,0,61,0,0,0,0,0,0,0,0,123,0,17,0,0,0,5,78,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H8",0,4513,36,0,5253,0,365,0,0,47,70,0,0,0,119,0,0,0,0,69,62,23,0,0,0,41,162,0,71,0,0,0,0,0,0,27,56,0,29,15,0,0,0,0,0,47,0,137,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,95,6,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,26,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,7,0,0,0,0,0,0,30
"H9",5015,3724,2217,9,0,22,68,152,0,0,38,3,8,0,85,4,0,2,25,22,27,0,0,0,0,23,0,0,0,0,43,0,0,0,63,0,0,0,0,0,145,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
